year,fullname,firstname,lastname,position,Height,weight,fortyyd,vertical,broad,bench,college,nflgrade,round,pick
2002,Patrick Ramsey,Patrick,Ramsey,QB,6'2,219,5.24,33.5,N/A,N/A,Tulane,0,1,32
2002,Antwaan Randle El,Antwaan,Randle,WR,5'10,191,4.49,N/A,N/A,N/A,Indiana,N/A,2,62
2002,Tellis Redmon,Tellis,Redmon,RB,5'11,210,4.61,32,113,20,,0,Undrafted,Undrafted
2002,Kris Richard,Kris,Richard,CB,5'11,186,4.47,39.5,120,10,USC,0,3,85
2002,Nick Rogers,Nick,Rogers,OLB,6'2,251,4.73,36,117,22,Georgia Tech,0,6,177
2002,Victor Rogers,Victor,Rogers,OG,6'6,331,5.57,25,93,20,Colorado,0,7,259
2002,Frank Romero,Frank,Romero,OG,6'4,300,5.3,27.5,88,22,,0,Undrafted,Undrafted
2002,Robert Royal,Robert,Royal,TE,6'5,253,4.97,31,114,14,LSU,0,5,160
2002,Cliff Russell,Cliff,Russell,WR,6'1,185,4.36,N/A,N/A,N/A,Utah,N/A,3,87
2002,Jake Schifino,Jake,Schifino,WR,6'1,200,4.49,N/A,N/A,N/A,Akron,N/A,5,151
2002,Josh Scobey,Josh,Scobey,RB,6'1,218,4.42,40.5,124,21,Kansas State,0,6,185
2002,Greg Scott,Greg,Scott,DE,6'4,268,4.9,32.5,110,26,Hampton,0,7,234
2002,Jason Scukanec,Jason,Scukanec,OC,6'2,304,5.33,29,100,30,,0,Undrafted,Undrafted
2002,Josh Shaw,Josh,Shaw,DT,6'3,279,5.08,N/A,N/A,22,Michigan State,N/A,4,120
2002,Rick Sherrod,Rick,Sherrod,FS,6'2,192,4.62,37,119,N/A,,0,Undrafted,Undrafted
2002,Kendall Simmons,Kendall,Simmons,OG,6'3,311,5.3,28.5,98,24,Auburn,0,1,30
2002,Ryan Sims,Ryan,Sims,DT,6'4,311,5.09,N/A,N/A,27,North Carolina,N/A,1,6
2002,Bobby Sippio,Bobby,Sippio,CB,6'3,214,4.69,37,123,12,,0,Undrafted,Undrafted
2002,Derek Smith,Derek,Smith,TE,6'4,271,4.9,28.5,112,16,,0,5,165
2002,Raonall Smith,Raonall,Smith,OLB,6'2,244,4.53,42,125,26,Washington State,0,2,38
2002,Steve Smith,Steve,Smith,SS,6'1,193,4.62,30.5,110,N/A,Oregon,0,2,51
2002,Charles Stackhouse,Charles,Stackhouse,FB,6'2,252,4.93,29,111,20,,0,Undrafted,Undrafted
2002,John Stamper,John,Stamper,DE,6'4,265,4.98,36.5,112,24,South Carolina,0,6,193
2002,Connor Stephens,Connor,Stephens,DE,6'5,256,4.89,36.5,119,20,,0,Undrafted,Undrafted
2002,Travis Stephens,Travis,Stephens,RB,5'8,194,4.6,32,121,15,Tennessee,0,4,119
2002,Dominique Stevenson,Dominique,Stevenson,OLB,6'0,231,4.64,32.5,N/A,N/A,Tennessee,0,7,260
2002,Lawrence Story,Lawrence,Story,WR,6'5,205,4.63,33.5,114,N/A,,0,Undrafted,Undrafted
2002,Tim Stratton,Tim,Stratton,TE,6'4,251,4.97,27,101,15,,0,Undrafted,Undrafted
2002,Jashon Sykes,Jashon,Sykes,OLB,6'3,236,4.68,34.5,116,23,,0,Undrafted,Undrafted
2002,Ed Taamu,Ed,Taamu,OG,6'2,335,5.3,29,N/A,28,Utah,0,Undrafted,Undrafted
2002,Ben Taylor,Ben,Taylor,ILB,6'2,236,4.83,35.5,120,19,Virginia Tech,0,4,111
2002,Chester Taylor,Chester,Taylor,RB,5'11,213,4.58,33,114,22,Toledo,0,6,207
2002,Bryan Thomas,Bryan,Thomas,DE,6'5,266,4.47,34.5,N/A,33,UAB,0,1,22
2002,Kevin Thomas,Kevin,Thomas,CB,5'11,180,4.64,35,122,10,UNLV,0,3,94
2002,Lew Thomas,Lew,Thomas,RB,6'1,213,4.59,36,115,17,,0,Undrafted,Undrafted
2002,Robert Thomas,Robert,Thomas,OLB,6'1,229,4.51,34,116,21,UCLA,0,1,31
2002,Lamont Thompson,Lamont,Thompson,FS,6'1,220,4.59,33.5,120,12,Washington State,0,2,41
2002,Josh Thornhill,Josh,Thornhill,ILB,6'2,243,4.69,36.5,121,27,,0,Undrafted,Undrafted
2002,David Thornton,David,Thornton,OLB,6'2,236,4.62,35.5,117,26,North Carolina,0,4,106
2002,Ryan Tolhurst,Ryan,Tolhurst,WR,5'11,196,4.49,38,123,N/A,,0,Undrafted,Undrafted
2002,Larry Tripplett,Larry,Tripplett,DT,6'2,305,4.93,30,102,N/A,Washington,0,2,42
2002,Kurt Vollers,Kurt,Vollers,OT,6'7,321,5.36,30.5,N/A,30,,0,Undrafted,Undrafted
2002,Javon Walker,Javon,Walker,WR,6'3,210,4.38,39.5,126,18,Florida State,0,1,20
2002,Langston Walker,Langston,Walker,OT,6'8,344,5.26,28.5,102,21,California,0,2,53
2002,Lenny Walls,Lenny,Walls,CB,6'4,192,4.67,37,120,7,,0,Undrafted,Undrafted
2002,Fred Weary,Fred,Weary,OC,6'5,308,5.37,32,104,34,Tennessee,0,3,66
2002,Anthony Weaver,Anthony,Weaver,DT,6'4,296,4.95,32.5,109,24,Notre Dame,0,2,52
2002,Dante Wesley,Dante,Wesley,CB,6'1,211,4.43,35,116,15,Arkansas-Pine Bluff,0,4,100
2002,Brian Westbrook,Brian,Westbrook,RB,5'9,200,4.57,37,118,26,Villanova,0,3,91
2002,Greg White,Greg,White,DE,6'3,268,4.9,31.5,114,20,Minnesota,0,Undrafted,Undrafted
2002,Brian Williams,Brian,Williams,CB,6'1,207,4.57,39,122,19,North Carolina State,0,4,105
2002,Chad Williams,Chad,Williams,SS,5'10,207,4.58,36.5,121,20,Southern Miss,0,6,209
2002,Leveron Williams,Leveron,Williams,RB,6'3,224,4.66,N/A,N/A,16,,N/A,Undrafted,Undrafted
2002,Mike Williams,Mike,Williams,OT,6'6,375,5.3,30,101,29,Texas,0,4,101
2002,Ricky Williams,Ricky,Williams,RB,5'7,190,4.47,32.5,110,19,,0,1,5
2002,Roosevelt Williams,Roosevelt,Williams,CB,6'1,204,4.63,38,123,23,Tuskegee,0,3,72
2002,Roy Williams,Roy,Williams,SS,6'1,219,4.53,30.5,115,13,Oklahoma,0,1,7
2002,Tank Williams,Tank,Williams,FS,6'3,222,4.46,38.5,125,19,Stanford,0,2,45
2002,Coy Wire,Coy,Wire,SS,6'1,209,4.56,38.5,120,28,Stanford,0,3,97
2002,Tracey Wistrom,Tracey,Wistrom,TE,6'4,245,4.92,33.5,114,17,Nebraska,0,7,250
2002,Will Witherspoon,Will,Witherspoon,OLB,6'2,231,4.68,38,122,25,Georgia,0,3,73
2002,Chris Young,Chris,Young,SS,6'1,210,4.63,36.5,121,23,Georgia Tech,0,7,228
2002,Greg Zolman,Greg,Zolman,QB,6'2,220,4.93,34,112,N/A,,0,Undrafted,Undrafted
2001,Keith Adams,Keith,Adams,OLB,5'11,219,4.82,N/A,104,24,Clemson,N/A,7,232
2001,Dan Alexander,Dan,Alexander,FB,6'1,257,4.47,34,115,15,Nebraska,0,6,192
2001,Brian Allen,Brian,Allen,OLB,6'1,238,4.65,N/A,N/A,25,Florida State,N/A,6,204
2001,David Allen,David,Allen,RB,5'9,194,4.62,31,N/A,15,,0,Undrafted,Undrafted
2001,Will Allen,Will,Allen,CB,5'11,192,4.44,39.5,121,14,Syracuse,0,4,111
2001,Scotty Anderson,Scotty,Anderson,WR,6'2,184,4.57,34.5,115,N/A,Grambling State,0,5,148
2001,Adam Archuleta,Adam,Archuleta,SS,6'1,211,4.46,N/A,N/A,31,Arizona State,N/A,1,20
2001,Tom Ashworth,Tom,Ashworth,OG,6'6,293,5.11,33.5,109,20,,0,Undrafted,Undrafted
2001,Billy Baber,Billy,Baber,TE,6'4,255,4.76,33,106,22,Virginia,0,Undrafted,Undrafted
2001,Jeff Backus,Jeff,Backus,OT,6'6,310,5.37,27,99,25,Michigan,0,1,18
2001,Alex Bannister,Alex,Bannister,WR,6'5,201,4.47,30.5,110,N/A,Eastern Kentucky,0,5,140
2001,Kevan Barlow,Kevan,Barlow,RB,6'1,235,4.56,32,N/A,N/A,Pittsburgh,0,3,80
2001,Idrees Bashir,Idrees,Bashir,FS,6'2,206,4.56,40,126,22,Memphis,0,2,37
2001,Gary Baxter,Gary,Baxter,CB,6'2,204,4.53,37.5,122,N/A,Baylor,0,2,62
2001,Jonathan Beasley,Jonathan,Beasley,QB,6'1,227,4.85,29.5,102,N/A,,0,Undrafted,Undrafted
2001,Monty Beisel,Monty,Beisel,DE,6'4,270,4.83,34.5,110,26,Kansas State,0,4,107
2001,Kendrell Bell,Kendrell,Bell,ILB,6'1,234,4.64,38.5,124,24,Georgia,0,2,39
2001,Marcus Bell,Marcus,Bell,DT,6'2,319,5.32,N/A,98,17,Memphis,N/A,4,123
2001,Michael Bennett,Michael,Bennett,RB,5'9,207,4.38,39.5,N/A,13,Wisconsin,0,6,180
2001,Eddie Berlin,Eddie,Berlin,WR,6'1,191,4.43,39.5,122,N/A,Northern Iowa,0,5,159
2001,Cory Bird,Cory,Bird,SS,5'10,217,4.6,N/A,N/A,22,Virginia Tech,N/A,3,91
2001,Darvell Bivens,Darvell,Bivens,FB,5'10,255,4.97,33.5,108,32,,0,Undrafted,Undrafted
2001,Randy Black,Randy,Black,SS,6'1,205,4.74,35.5,115,N/A,,0,Undrafted,Undrafted
2001,Harold Blackmon,Harold,Blackmon,CB,6'1,210,4.54,37,121,17,Northwestern,0,7,210
2001,Derrick Blaylock,Derrick,Blaylock,RB,5'10,194,4.36,35.5,N/A,18,Stephen F. Austin,0,5,150
2001,Josh Booty,Josh,Booty,QB,6'3,221,4.9,29.5,105,N/A,LSU,0,6,172
2001,Jarvis Borum,Jarvis,Borum,OG,6'7,332,5.05,30.5,107,25,,0,Undrafted,Undrafted
2001,James Boyd,James,Boyd,SS,5'11,207,4.59,32.5,117,N/A,Penn State,0,3,94
2001,Roylin Bradley,Roylin,Bradley,OLB,6'1,243,4.67,34,114,19,,0,Undrafted,Undrafted
2001,Drew Brees,Drew,Brees,QB,6'1,213,4.83,32,105,N/A,Purdue,0,2,32
2001,Sean Brewer,Sean,Brewer,TE,6'4,255,4.73,36,117,14,San Jose State,0,3,66
2001,Chris Brown,Chris,Brown,OT,6'5,329,5.33,N/A,N/A,30,,N/A,3,93
2001,Kenny Bryant,Kenny,Bryant,CB,5'11,190,4.65,37.5,117,10,,0,Undrafted,Undrafted
2001,Correll Buckhalter,Correll,Buckhalter,RB,6'1,226,4.53,40,N/A,11,Nebraska,0,4,121
2001,Derrick Burgess,Derrick,Burgess,DE,6'3,264,4.92,40,125,24,Mississippi,0,3,63
2001,Jerametrius Butler,Jerametrius,Butler,CB,5'10,173,4.57,36,121,11,Kansas State,0,5,145
2001,John Capel,John,Capel,WR,5'11,177,4.39,36.5,126,N/A,Florida,0,7,208
2001,Elliott Carson,Elliott,Carson,TE,6'5,246,4.9,36,115,16,,0,Undrafted,Undrafted
2001,Robert Carswell,Robert,Carswell,FS,6'1,214,4.59,34,106,21,Clemson,0,7,244
2001,Andre Carter,Andre,Carter,DE,6'5,249,4.84,38.5,132,20,California,0,1,7
2001,Jonathan Carter,Jonathan,Carter,WR,6'1,180,4.35,42.5,134,N/A,Troy,0,5,162
2001,Quincy Carter,Quincy,Carter,QB,6'2,225,4.58,35.5,113,N/A,Georgia,0,2,53
2001,Quinton Caver,Quinton,Caver,ILB,6'4,227,4.67,37.5,118,23,Arkansas,0,2,55
2001,Chris Chambers,Chris,Chambers,WR,6'1,210,4.33,45,134,N/A,Wisconsin,0,2,52
2001,Derrick Chambers,Derrick,Chambers,DT,6'4,299,4.98,N/A,N/A,32,,N/A,Undrafted,Undrafted
2001,Patrick Chukwurah,Patrick,Chukwurah,OLB,6'2,238,4.77,40,119,24,Wyoming,0,5,157
2001,Tay Cody,Tay,Cody,CB,5'9,181,4.55,N/A,N/A,11,Florida State,N/A,3,67
2001,Justin Coleman,Justin,Coleman,QB,6'5,238,5.22,29.5,101,N/A,,0,Undrafted,Undrafted
2001,Derek Combs,Derek,Combs,RB,6'1,193,4.42,35,N/A,8,Ohio State,0,7,228
2001,Jameel Cook,Jameel,Cook,FB,5'10,226,4.8,29.5,108,17,Illinois,0,6,174
2001,Chris Cooper,Chris,Cooper,DE,6'5,272,4.95,35.5,114,24,Nebraska-Omaha,0,6,184
2001,Jarrod Cooper,Jarrod,Cooper,SS,6'1,222,4.45,41.5,130,N/A,Kansas State,0,5,143
2001,Rodney Crayton,Rodney,Crayton,CB,5'8,178,4.6,35.5,118,13,,0,Undrafted,Undrafted
2001,Rick Crowell,Rick,Crowell,OLB,6'3,242,5.03,31,109,19,Colorado State,0,6,188
2001,Corey Crume,Corey,Crume,RB,5'11,225,4.76,37,N/A,15,,0,Undrafted,Undrafted
2001,Alge Crumpler,Alge,Crumpler,TE,6'3,266,4.76,34,112,22,North Carolina,0,2,35
2001,Will Cuthbert,Will,Cuthbert,OG,6'5,318,5.53,24.5,91,17,,0,Undrafted,Undrafted
2001,Ennis Davis,Ennis,Davis,DT,6'4,302,5.1,27.5,99,23,USC,0,7,221
2001,Leonard Davis,Leonard,Davis,OT,6'6,370,5.32,28,105,33,Texas,0,1,2
2001,Rick DeMulling,Rick,DeMulling,OG,6'4,307,5.24,31.5,106,32,Idaho,0,7,220
2001,Ryan Diem,Ryan,Diem,OT,6'7,338,5.13,34,102,N/A,Northern Illinois,0,4,118
2001,Tony Dixon,Tony,Dixon,SS,6'1,213,4.63,37,117,17,Alabama,0,2,56
2001,Charron Dorsey,Charron,Dorsey,OT,6'6,348,6.03,N/A,N/A,16,,N/A,Undrafted,Undrafted
2001,Eric Downing,Eric,Downing,DT,6'4,302,5.23,N/A,N/A,27,Syracuse,N/A,3,75
2001,Shawn Draper,Shawn,Draper,OG,6'4,303,5.3,32,110,17,Alabama,0,5,156
2001,Patrick Dyson,Patrick,Dyson,CB,5'11,192,4.55,31.5,114,N/A,,0,Undrafted,Undrafted
2001,Nijrell Eason,Nijrell,Eason,CB,6'1,210,4.59,34.5,119,19,,0,Undrafted,Undrafted
2001,Ron Edwards,Ron,Edwards,DT,6'3,293,4.86,N/A,N/A,N/A,Texas A&M,N/A,3,76
2001,Heath Evans,Heath,Evans,FB,6'1,246,4.56,34.5,111,30,Auburn,0,3,82
2001,Mario Fatafehi,Mario,Fatafehi,DT,6'2,295,5.29,N/A,N/A,N/A,Kansas State,N/A,5,133
2001,Robert Ferguson,Robert,Ferguson,WR,6'1,205,4.48,36.5,120,N/A,Texas A&M,0,2,41
2001,Bill Ferrario,Bill,Ferrario,OG,6'2,314,5.3,N/A,N/A,17,Wisconsin,N/A,4,105
2001,Dauntae Finger,Dauntae,Finger,TE,6'4,262,5.09,33.5,103,15,North Carolina,0,Undrafted,Undrafted
2001,Richmond Flowers,Richmond,Flowers,WR,5'11,195,4.55,35.5,114,N/A,Chattanooga,0,7,235
2001,Kynan Forney,Kynan,Forney,OG,6'3,312,5.28,27,97,23,Hawaii,0,7,219
2001,Shawn Forte,Shawn,Forte,FS,6'1,204,4.54,N/A,N/A,20,,N/A,Undrafted,Undrafted
2001,Curtis Fuller,Curtis,Fuller,FS,5'10,186,4.45,36,114,18,TCU,0,4,127
2001,Mike Gandy,Mike,Gandy,OG,6'5,305,5.2,30.5,103,N/A,Notre Dame,0,3,68
2001,Rod Gardner,Rod,Gardner,WR,6'2,219,4.48,36,N/A,N/A,Clemson,0,1,15
2001,Roberto Garza,Roberto,Garza,OC,6'2,303,5,32.5,114,37,Texas A&M-Kingsville,0,4,99
2001,Reggie Germany,Reggie,Germany,WR,6'1,183,4.39,32,N/A,N/A,Ohio State,0,7,214
2001,Derrick Gibson,Derrick,Gibson,SS,6'2,218,4.45,N/A,N/A,17,Florida State,N/A,1,28
2001,Jason Glenn,Jason,Glenn,OLB,6'1,236,4.94,36,115,14,Texas A&M,0,6,173
2001,Kenneth Grant,Kenneth,Grant,CB,5'10,202,4.53,39,109,N/A,,0,Undrafted,Undrafted
2001,Morlon Greenwood,Morlon,Greenwood,OLB,6'1,237,4.69,33.5,112,21,Syracuse,0,3,88
2001,Shane Griggs,Shane,Griggs,QB,6'4,199,4.83,N/A,N/A,N/A,,N/A,Undrafted,Undrafted
2001,Adam Haayer,Adam,Haayer,OG,6'6,298,5.3,N/A,N/A,23,Minnesota,N/A,6,199
2001,Corey Hall,Corey,Hall,FS,6'4,198,4.5,36.5,127,14,Appalachian State,0,7,215
2001,Ben Hamilton,Ben,Hamilton,OC,6'5,303,5.26,33.5,106,17,Minnesota,0,4,113
2001,Casey Hampton,Casey,Hampton,DT,6'1,314,5.25,N/A,N/A,34,Texas,N/A,1,19
2001,Antoine Harris,Antoine,Harris,TE,6'4,260,4.93,26,N/A,11,,0,Undrafted,Undrafted
2001,Shaunard Harts,Shaunard,Harts,SS,6'1,200,4.56,34.5,119,12,Boise State,0,7,212
2001,Edgerton Hartwell,Edgerton,Hartwell,ILB,6'1,250,4.86,36.5,114,18,Western Illinois,0,Undrafted,Undrafted
2001,Tim Hasselbeck,Tim,Hasselbeck,QB,6'1,211,4.83,33,113,N/A,,0,Undrafted,Undrafted
2001,Reggie Hayward,Reggie,Hayward,DE,6'5,255,4.91,41,127,21,Iowa State,0,3,87
2001,Todd Heap,Todd,Heap,TE,6'5,252,4.68,32,N/A,22,Arizona State,0,1,31
2001,Jamie Henderson,Jamie,Henderson,CB,6'2,202,4.48,40.5,125,10,Georgia,0,4,101
2001,Anthony Henry,Anthony,Henry,CB,6'1,198,4.6,41,126,15,South Florida,0,4,97
2001,Travis Henry,Travis,Henry,RB,5'9,223,4.61,35.5,N/A,23,Tennessee,0,2,58
2001,Anthony Herron,Anthony,Herron,DE,6'3,280,5.16,36,114,26,,0,Undrafted,Undrafted
2001,Josh Heupel,Josh,Heupel,QB,6'2,215,4.85,37.5,114,N/A,Oklahoma,0,6,177
2001,Renaldo Hill,Renaldo,Hill,CB,5'11,178,4.68,35.5,116,10,Michigan State,0,7,202
2001,Russ Hochstein,Russ,Hochstein,OG,6'4,300,5.4,26.5,95,16,Nebraska,0,5,151
2001,Sedrick Hodge,Sedrick,Hodge,OLB,6'4,244,4.49,32,120,21,North Carolina,0,3,70
2001,Paul Hogan,Paul,Hogan,OC,6'3,290,5.5,29,102,26,,0,Undrafted,Undrafted
2001,Jabari Holloway,Jabari,Holloway,TE,6'3,253,4.91,38.5,113,20,Notre Dame,0,4,119
2001,Menson Holloway,Menson,Holloway,DE,6'2,284,4.9,34.5,111,19,UTEP,0,6,191
2001,Rashad Holman,Rashad,Holman,CB,5'11,186,4.58,42,129,6,Louisville,0,6,179
2001,Derek Homer,Derek,Homer,RB,5'9,194,4.6,32.5,N/A,N/A,,0,Undrafted,Undrafted
2001,Margin Hooks,Margin,Hooks,WR,5'11,191,4.5,36,116,N/A,,0,Undrafted,Undrafted
2001,Willie Howard,Willie,Howard,DT,6'4,295,4.94,N/A,N/A,23,Stanford,N/A,2,57
2001,John Howell,John,Howell,FS,6'1,204,4.64,37,121,14,Colorado State,0,4,117
2001,Orlando Huff,Orlando,Huff,OLB,6'3,245,4.7,N/A,N/A,16,Fresno State,N/A,4,104
2001,Steve Hutchinson,Steve,Hutchinson,OG,6'5,315,5.15,33.5,106,31,Michigan,0,1,17
2001,James Jackson,James,Jackson,RB,5'11,210,4.55,35,N/A,N/A,Miami (FL),0,3,65
2001,Cedric James,Cedric,James,WR,6'2.25,204,4.49,43,134,N/A,TCU,0,4,131
2001,Michael Jameson,Michael,Jameson,FS,6'1,186,4.5,34.5,118,9,Texas A&M,0,6,165
2001,Kris Jenkins,Kris,Jenkins,DT,6'5,316,5.19,31,108,33,Maryland,0,2,44
2001,Ortege Jenkins,Ortege,Jenkins,QB,6'1,234,4.82,34.5,108,N/A,,0,Undrafted,Undrafted
2001,Jonas Jennings,Jonas,Jennings,OT,6'4,334,5.31,29.5,107,31,Georgia,0,3,95
2001,Ligarius Jennings,Ligarius,Jennings,CB,5'10,202,4.67,34,120,11,,0,Undrafted,Undrafted
2001,Chad Johnson,Chad,Johnson,WR,6'1,192,4.57,33,108,N/A,Oregon State,0,2,36
2001,Jevaris Johnson,Jevaris,Johnson,TE,6'6,257,4.9,29,N/A,18,,0,Undrafted,Undrafted
2001,Rudi Johnson,Rudi,Johnson,RB,5'10,227,4.57,37.5,N/A,24,Auburn,0,4,100
2001,Kenyatta Jones,Kenyatta,Jones,OT,6'3,306,5.01,N/A,N/A,31,South Florida,N/A,4,96
2001,Lamont Jordan,Lamont,Jordan,RB,5'10,234,4.57,37,N/A,24,Maryland,0,2,49
2001,Bhawoh Jue,Bhawoh,Jue,CB,6'1,199,4.54,34.5,113,N/A,Penn State,0,3,71
2001,Kevin Kasper,Kevin,Kasper,WR,6'1,199,4.42,43.5,126,N/A,Iowa,0,6,190
2001,Michael Keathley,Michael,Keathley,OG,6'4,308,5.24,32.5,N/A,28,,0,Undrafted,Undrafted
2001,Eric Kelly,Eric,Kelly,CB,5'11,199,4.46,36,119,15,Kentucky,0,3,69
2001,Rod Kelly,Rod,Kelly,DE,6'5,254,4.93,28.5,114,20,,0,Undrafted,Undrafted
2001,Andre King,Andre,King,WR,6'1,199,4.61,35.5,N/A,N/A,Miami (FL),0,7,245
2001,Ross Kolodziej,Ross,Kolodziej,DE,6'3,290,4.87,34.5,111,25,Wisconsin,0,7,230
2001,Justin Kurpeikis,Justin,Kurpeikis,DE,6'4,252,4.97,31.5,118,22,,0,Undrafted,Undrafted
2001,George Layne,George,Layne,FB,6'1,242,4.59,32,115,N/A,TCU,0,4,108
2001,Matt Lehr,Matt,Lehr,OG,6'2,290,5.28,31.5,106,28,Virginia Tech,0,5,137
2001,Cleo Lemon,Cleo,Lemon,QB,6'2,226,4.87,35.5,106,N/A,,0,Undrafted,Undrafted
2001,Damione Lewis,Damione,Lewis,DT,6'3,293,4.9,N/A,N/A,22,Miami (FL),N/A,1,12
2001,Victor Leyva,Victor,Leyva,OG,6'4,313,5.33,30,105,37,Arizona State,0,5,135
2001,Matt Light,Matt,Light,OT,6'5,311,5.29,N/A,N/A,26,Purdue,N/A,2,48
2001,Alex Lincoln,Alex,Lincoln,ILB,6'1,251,4.77,35,111,22,Auburn,0,7,209
2001,DeAngelo Lloyd,DeAngelo,Lloyd,DE,6'5,264,4.88,N/A,N/A,15,,N/A,Undrafted,Undrafted
2001,Arther Love,Arther,Love,TE,6'4,236,4.75,36,N/A,24,South Carolina State,0,6,180
2001,LaShaun Mack,LaShaun,Mack,OC,6'3,299,5.56,26.5,92,17,,0,Undrafted,Undrafted
2001,Brandon Manumaleuna,Brandon,Manumaleuna,TE,6'2,275,4.99,30,106,N/A,Arizona,0,4,129
2001,David Martin,David,Martin,WR,6'4,242,4.76,37,127,N/A,Tennessee,0,6,198
2001,Deuce McAllister,Deuce,McAllister,RB,6'1,222,4.41,37.5,N/A,20,Mississippi,0,1,23
2001,Justin McCareins,Justin,McCareins,WR,6'2,209,4.51,41,129,N/A,Northern Illinois,0,4,124
2001,Dustin McClintock,Dustin,McClintock,FB,6'2,259,5.31,30,105,7,,0,Undrafted,Undrafted
2001,Quentin McCord,Quentin,McCord,WR,5'10,191,4.48,36.5,112,N/A,Kentucky,0,7,236
2001,Marlon McCree,Marlon,McCree,SS,5'11,197,4.62,38,117,10,Kentucky,0,7,233
2001,Kareem McKenzie,Kareem,McKenzie,OT,6'6,328,5.33,33,103,20,Penn State,0,3,79
2001,Mike McMahon,Mike,McMahon,QB,6'3,207,4.57,37.5,124,N/A,Rutgers,0,5,149
2001,Shad Meier,Shad,Meier,TE,6'5,256,4.85,34,113,20,Kansas State,0,3,90
2001,Willie Middlebrooks,Willie,Middlebrooks,CB,6'2,200,4.5,N/A,N/A,17,Minnesota,N/A,1,24
2001,Romaro Miller,Romaro,Miller,QB,6'1,205,4.61,35,110,N/A,,0,Undrafted,Undrafted
2001,Shawn Mills,Shawn,Mills,WR,6'1,180,4.51,34.5,116,N/A,,0,Undrafted,Undrafted
2001,Snoop Minnis,Snoop,Minnis,WR,6'1,171,4.57,37.5,115,N/A,,0,3,77
2001,Travis Minor,Travis,Minor,RB,5'10,197,4.44,32,N/A,9,Florida State,0,3,85
2001,Dwayne Missouri,Dwayne,Missouri,DE,6'5,258,5.03,38,116,21,Northwestern,0,7,231
2001,Freddie Mitchell,Freddie,Mitchell,WR,6'1,185,4.46,39.5,120,N/A,UCLA,0,1,25
2001,Hodges Mitchell,Hodges,Mitchell,RB,5'7,180,4.53,32.5,N/A,15,,0,Undrafted,Undrafted
2001,Mario Monds,Mario,Monds,DT,6'3,342,5.04,28.5,99,N/A,Cincinnati,0,6,186
2001,Keon Moore,Keon,Moore,CB,5'11,193,4.56,37.5,119,10,,0,Undrafted,Undrafted
2001,Quincy Morgan,Quincy,Morgan,WR,6'1,211,4.48,33,N/A,N/A,Kansas State,0,2,33
2001,Santana Moss,Santana,Moss,WR,5'10,181,4.31,42,N/A,N/A,Miami (FL),0,1,16
2001,Leonard Myers,Leonard,Myers,CB,5'10,190,4.65,37,120,13,Miami (FL),0,6,200
2001,Brian Natkin,Brian,Natkin,TE,6'2,251,4.95,27,98,20,,0,Undrafted,Undrafted
2001,Carl Nesmith,Carl,Nesmith,FS,6'2,223,4.95,31.5,112,5,,0,Undrafted,Undrafted
2001,Bobby Newcombe,Bobby,Newcombe,WR,5'11,195,4.53,37,117,N/A,Nebraska,0,6,166
2001,Richard Newsome,Richard,Newsome,FS,5'11,203,4.59,N/A,N/A,14,,N/A,Undrafted,Undrafted
2001,Mathias Nkwenti,Mathias,Nkwenti,OG,6'4,293,5.57,35.5,113,29,Temple,0,4,111
2001,Dennis Norman,Dennis,Norman,OG,6'4,305,5.16,35,107,25,Princeton,0,7,222
2001,Moran Norris,Moran,Norris,FB,6'1,250,4.63,31,114,37,Kansas,0,4,115
2001,Ifeanyi Ohalete,Ifeanyi,Ohalete,FS,6'2,221,4.64,N/A,N/A,16,,N/A,Undrafted,Undrafted
2001,Chukky Okobi,Chukky,Okobi,OC,6'1,316,5.27,32.5,103,24,Purdue,0,5,146
2001,Dan OLeary,Dan,OLeary,TE,6'4,252,5.02,32,113,16,Notre Dame,0,Undrafted,Undrafted
2001,Jesse Palmer,Jesse,Palmer,QB,6'2,231,4.78,35.5,112,N/A,Florida,0,4,125
2001,Saul Patu,Saul,Patu,DE,6'3,272,5.01,30.5,112,22,,0,Undrafted,Undrafted
2001,Tupe Peko,Tupe,Peko,OC,6'4,301,5.36,28,92,18,,0,7,217
2001,Devonte Peterson,Devonte,Peterson,DE,6'3,275,5.02,N/A,N/A,31,,N/A,Undrafted,Undrafted
2001,Will Peterson,Will,Peterson,CB,6'1,197,4.51,38.5,120,13,,0,3,78
2001,Jeremiah Pharms,Jeremiah,Pharms,OLB,6'1,257,4.91,32.5,106,N/A,Washington,0,5,134
2001,Carlos Polk,Carlos,Polk,ILB,6'2,251,4.76,N/A,N/A,N/A,Nebraska,N/A,4,112
2001,Nate Poole,Nate,Poole,WR,6'2,198,4.79,32.5,112,N/A,,0,Undrafted,Undrafted
2001,Ryan Prince,Ryan,Prince,TE,6'5,257,4.99,31,102,20,,0,Undrafted,Undrafted
2001,Casey Rabach,Casey,Rabach,OC,6'5,298,5.23,34.5,N/A,19,Wisconsin,0,3,92
2001,Dominic Raiola,Dominic,Raiola,OC,6'2,307,5.13,33,108,29,Nebraska,0,2,50
2001,Ken-Yon Rambo,Ken-Yon,Rambo,WR,6'1,196,4.34,39,N/A,N/A,Ohio State,0,7,229
2001,Ray Redziniak,Ray,Redziniak,OG,6'3,296,5.5,27,92,32,,0,Undrafted,Undrafted
